id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
15159094,Sweet Seattle Vibe~Cozy Apt 2 blocks to the Lake!,86916137,Paula,Seward Park,Seward Park,47.55997,-122.26784,Entire home/apt,146,2,282,2024-08-26,2.91,1,69,28,STR-OPLI-19-001812
15160598,Contemporary accessible studio in the city with AC,14416668,Mahi,Rainier Valley,Mount Baker,47.56783,-122.28526,Entire home/apt,,2,243,2024-09-08,2.51,2,0,25,STR-OPLI-19-001506
15164797,"Beautiful West Seattle studio, close to Alki Beach",17581212,Tim And Arlene,West Seattle,North Admiral,47.58052,-122.39735,Entire home/apt,115,2,214,2024-09-03,2.38,1,257,26,STR-OPLI-19-003377
15178392,Pike Place Downtown Seattle View Condo Puget Sound,96339756,Julie,Downtown,Central Business District,47.60946,-122.33841,Entire home/apt,307,4,103,2024-09-12,1.07,1,185,27,STR-OPLI-19-002915
15182022,Private Room / Single Beds @ Green Tortoise Hostel,31751507,Rex,Downtown,Central Business District,47.6092,-122.33856,Private room,117,1,27,2023-11-19,0.32,5,101,1,Exempt
15221864,Generous Daylit Studio in Perfect Location,4244686,Emily,Capitol Hill,Stevens,47.62117,-122.30956,Entire home/apt,94,1,331,2024-09-03,3.44,1,141,43,STR-OPLI-19-001845
15281555,Cozy Getaway in Green Lake/Wallingford,80750480,Jennifer,Other neighborhoods,Wallingford,47.6702,-122.32972,Entire home/apt,110,3,169,2024-09-14,1.76,1,50,19,STR-OPLI-19-000554
15299300,Fremont - Heart of Historic Fremont,44468800,Greg,Other neighborhoods,Fremont,47.652854919433594,-122.34967803955078,Entire home/apt,111,1,369,2024-09-16,3.82,3,333,59,STR-OPLI-20-000779
15299411,Seattle Historic Fremont Remodel,44468800,Greg,Other neighborhoods,Fremont,47.65253,-122.34862,Entire home/apt,116,2,353,2024-09-20,3.66,3,347,56,STR-OPLI-20-000779
15299612,Ballard HQ: Walk everywhere!,2033580,Anthony,Ballard,Adams,47.6741,-122.39078,Entire home/apt,99,30,312,2024-08-23,3.54,2,40,39,STR-OPLI-19-000663
15337460,Cozy Ballard Private Apartment w/Parking,50246148,Natasha & Ken,Other neighborhoods,Crown Hill,47.69394,-122.38228,Entire home/apt,125,3,261,2024-09-15,2.73,1,310,18,STR-OPLI-19-000782
15339233,Stylish Townhome in West Seattle,117690392,Scott,West Seattle,Genesee,47.56921,-122.38566,Entire home/apt,125,30,13,2024-08-18,0.14,1,342,4,
15359889,Amazing 2BD Queen Anne Condo - Private Deck - A/C,97413943,John,Queen Anne,Lower Queen Anne,47.62792205810547,-122.35826110839844,Entire home/apt,228,4,88,2024-09-17,0.92,2,269,14,STR-OPLI-19-000409
15381188,"Harbor Steps, Downtown, Water Views! Huge 1400 sf!",54518454,Debra,Downtown,Central Business District,47.60683,-122.33862,Entire home/apt,402,2,52,2024-09-02,0.58,11,322,13,STR-OPLI-19-002092
15407769,Tranquil Seattle Retreat,85152563,Laura,Other neighborhoods,Broadview,47.71615,-122.36326,Entire home/apt,108,3,445,2024-08-31,4.88,1,136,30,STR-OPLI-19-001880
15407909,Queen Anne Oasis,34002693,Jeffrey,Queen Anne,North Queen Anne,47.64381,-122.36719,Entire home/apt,853,1,171,2024-08-25,1.78,1,302,19,STR-OPLI-19-003416
15408985,Comfy & Cool 2BD Queen Anne 5 Star Condo With A/C,97413943,John,Queen Anne,Lower Queen Anne,47.62792205810547,-122.35826110839844,Entire home/apt,236,4,48,2024-09-16,0.50,2,295,13,STR-OPLI-19-000409
15438530,Private Apartment and Spa near Beacon Station,1318247,Ethan,Beacon Hill,North Beacon Hill,47.58672,-122.31099,Entire home/apt,119,2,521,2024-09-19,5.40,2,71,80,STR-OPLI-19-001017
15456841,Smart Townhome Quiet Ballard (Fast Internet),95570325,Amir,Other neighborhoods,Phinney Ridge,47.67967,-122.36345,Entire home/apt,251,3,257,2024-08-01,2.69,1,65,10,STR-OPLI-19-000060
15482578,Cozy and Spacious Studio,99402000,Monika And Heidi,Other neighborhoods,Fremont,47.66442,-122.35433,Entire home/apt,160,2,113,2023-09-21,1.26,1,49,0,STR-OPLI-19-000488
15537773,Renovated Top Floor Apartment with Sweeping Views,49819362,Eliza,Queen Anne,North Queen Anne,47.65051,-122.37506,Entire home/apt,131,2,276,2024-09-13,2.86,3,328,31,STR-OPLI-19-001895
15548833,Classic Seattle 5 bedroom with all-city access,28739796,Allison,Capitol Hill,Stevens,47.63233,-122.30629,Entire home/apt,450,30,41,2019-12-01,0.43,1,178,0,STR-OPLI-19-003414
15550339,Historic University Townhouse,99528063,Ali,University District,University District,47.66123,-122.31913,Entire home/apt,157,2,452,2024-08-31,4.78,1,351,53,STR-OPLI-19-000458
15554062,One Ave Studio.  Great DT Location + Free Parking!,100126629,Phuong,Downtown,Belltown,47.61461,-122.34632,Entire home/apt,141,3,502,2024-09-03,5.22,1,34,63,STR-OPLI-19-002865
15598375,"Hip Cap Hill 1 Bedroom, secure parking Super Host!",14231704,Phoenix,Capitol Hill,Broadway,47.6157,-122.31454,Entire home/apt,165,2,348,2024-09-03,3.64,1,92,55,STR-OPLI-19-002165
15634259,Great For Business Professionals,100819815,Michael,Ballard,West Woodland,47.67477,-122.3612,Private room,45,60,1,2021-10-20,0.03,2,170,0,
15700294,"Downtown condo historic Austin Bell, parking incl",10534771,Lisa,Downtown,Belltown,47.61177,-122.34519,Entire home/apt,100,30,23,2024-09-03,0.32,1,320,4,
15746020,Comfortable Room in Modern Townhome,799089,Michael,Magnolia,Lawton Park,47.65131,-122.38309,Private room,70,30,44,2024-06-15,0.48,1,89,4,STR-OPLI-19-003010
15776053,Stunning Views - Queen Anne apt with Free Parking,102032024,Karl,Queen Anne,West Queen Anne,47.63781,-122.3727,Entire home/apt,106,2,474,2024-09-06,4.94,1,145,76,STR-OPLI-19-000477
15790340,Downtown Pike Place Market/Sea Conv. Cntr,88239283,Mo,Downtown,First Hill,47.61293,-122.32854,Entire home/apt,171,3,261,2024-09-03,2.75,2,136,28,STR-OPLI-19-000534
15792703,Private Tiny House with view near Alki Beach,22903020,Owen,West Seattle,North Admiral,47.58265,-122.39876,Entire home/apt,167,2,131,2024-09-02,1.65,1,141,20,STR-OPLI-19-000544
15816866,Colorful Cottage Close to Lake Washington,93010837,Molly,Rainier Valley,Columbia City,47.56077,-122.28043,Entire home/apt,158,2,297,2024-09-05,3.18,1,302,38,STR-OPLI-19-000533
15820436,#1 Location/2BR/Across From Space Needle!-VR1,71872719,Abe & Dave,Downtown,Belltown,47.61831283569336,-122.34845733642578,Entire home/apt,250,3,324,2024-08-05,3.40,1,344,7,STR-OPLI-19-000653
15832847,Lovely loft in historic downtown Seattle,1838818,Kia,Downtown,Pioneer Square,47.5998,-122.33273,Entire home/apt,145,30,147,2024-09-05,1.54,7,350,21,STR-OPLI-19-003091
15885497,Private 1Bdr Apt Cap Hill / Parking / Kitchenette,50608719,Pete,Capitol Hill,Portage Bay,47.64463,-122.31898,Entire home/apt,200,1,683,2023-11-22,7.14,1,71,23,STR-OPLI-19-000275
15917796,Charming Carriage House in the heart of the city,38021932,Rocky,Capitol Hill,Montlake,47.64017,-122.32271,Entire home/apt,128,30,30,2022-07-31,0.33,2,365,0,STR-OPLI-19-003016
15927940,Climb into the Plush Bed to Doze at a Tranquil Urban Retreat,9840816,Matthew,Downtown,First Hill,47.61333,-122.32347,Entire home/apt,123,1,647,2024-09-06,6.78,4,267,79,STR-OPLI-19-002867
15929975,"West Seattle-Private, Beach View Suite",9740329,Marcia And Corey,West Seattle,Seaview,47.54118,-122.39625,Entire home/apt,125,30,38,2024-07-31,0.43,1,76,3,
15955405,One of a Kind Queen Anne Home,103598424,Amanda,Queen Anne,West Queen Anne,47.62806,-122.36481,Entire home/apt,399,30,20,2021-04-04,0.22,1,364,0,STR-OPLI-20-000335
15967039,Renovated Private Suite in Ballard,57785965,Paola,Ballard,West Woodland,47.66782,-122.36389,Private room,97,1,131,2024-09-15,1.40,1,245,13,STR-OPLI-19-001700
15975033,Peaceful West Seattle Retreat - Self-contained,3805377,Beth,West Seattle,Genesee,47.56682,-122.37798,Entire home/apt,96,2,290,2024-09-13,3.65,2,161,40,STR-OPLI-19-000524
16000099,Capitol Hill Studio w/ Parking spot,162159097,Donald,Capitol Hill,Stevens,47.62142,-122.30157,Entire home/apt,,2,313,2024-09-05,3.34,2,0,51,STR-OPLI-21-000168
16000287,Capitol Hill 2 Bedroom Suite,1548003,Michael,Capitol Hill,Stevens,47.61823,-122.30891,Entire home/apt,150,2,309,2024-09-02,3.30,4,333,46,STR-OPLI-19-002906
16000373,Capitol Hill Large 1 Bedroom Suite,1548003,Michael,Capitol Hill,Stevens,47.61876,-122.30712,Entire home/apt,139,2,272,2024-09-02,2.95,4,328,44,STR-OPLI-19-002906
16000566,Capitol Hill Experience 3,1548003,Michael,Capitol Hill,Stevens,47.61876,-122.30712,Entire home/apt,60,30,141,2024-08-17,1.53,4,169,5,
16000623,Capitol Hill Experience 4,1548003,Michael,Capitol Hill,Stevens,47.61965,-122.30677,Entire home/apt,62,30,140,2024-09-18,1.50,4,241,3,
16026470,Custom Urban Garage with Loft,14426041,Christopher,Delridge,High Point,47.54954,-122.37446,Entire home/apt,115,3,239,2024-09-04,2.54,1,104,17,STR-OPLI-19-001001
16027121,Spacious Magnolia Studio Minutes from Downtown,1806062,Nathan,Magnolia,Southeast Magnolia,47.64539,-122.38491,Entire home/apt,125,1,213,2024-09-07,2.23,1,308,32,STR-OPLI-19-002470
16072272,Scholar's Room near UW,30804330,David,Capitol Hill,Montlake,47.63632,-122.30073,Private room,50,5,71,2024-09-15,0.81,3,74,23,STR-OPLI-19-000218
16133871,Private Apartment in great location!,34128435,Brandon,Central Area,Minor,47.60377,-122.31292,Entire home/apt,134,2,194,2024-09-02,2.11,1,158,14,STR-OPLI-24-000374
16218478,"Centrally located 1-BR apt, near attractions",986445,Tri,Central Area,Minor,47.60743,-122.31611,Entire home/apt,105,3,320,2024-09-19,3.39,2,22,82,STR-OPLI-19-001958
16232208,"98115,  UW, Childrens and NW Hospital and Downtown",75107528,Jody And Ray,Other neighborhoods,Wedgwood,47.69722,-122.28281,Entire home/apt,299,30,40,2024-07-08,0.42,1,269,1,
16334559,Eclectic Roman Redbrick Rambler near Japanese Gardens,10021172,Micheal,Rainier Valley,Rainier Beach,47.51673,-122.26539,Entire home/apt,193,2,80,2024-09-08,1.07,1,170,12,STR-OPLI-19-000676
16338772,Spacious 1-BDRM Apartment in West Seattle,43428773,Daniel,West Seattle,Gatewood,47.54299,-122.38441,Entire home/apt,114,2,123,2024-09-16,1.31,1,30,16,STR-OPLI-19-002181
16352541,Cozy Studio in the Heart of Wallingford,107076441,Karen,Other neighborhoods,Wallingford,47.65353,-122.33481,Entire home/apt,98,30,115,2024-05-18,1.25,4,40,1,19-001149
16353693,"Downtown 2BR Convention Ctr, Free Parking. Sharp!",30832,Siena C.C.,Downtown,First Hill,47.61107,-122.32849,Entire home/apt,239,3,396,2024-09-12,4.21,7,57,42,STR-OPLI-19-000500
16407622,1BR Mountain Suite -Free Parking -Fast WIFI -AC,107500706,Eric,Other neighborhoods,Ravenna,47.67546,-122.30033,Entire home/apt,179,1,146,2024-09-15,1.55,3,210,32,STR-OPLI-19-002555
16412916,"Heart of Seattle! Quiet, friendly Wallingford home",107551754,Shana,Other neighborhoods,Wallingford,47.66773,-122.33511,Private room,,30,22,2022-07-24,0.25,1,0,0,STR-OPLI-20-000246
16415616,Monthly Rental-Modern LUX by LightRail to anywhere,22745115,Tommy,Beacon Hill,South Beacon Hill,47.52431,-122.28114,Entire home/apt,150,30,144,2023-12-03,1.57,1,338,2,
16477955,Daylight Laurelhurst Suite,108156605,Betsy,Other neighborhoods,Laurelhurst,47.65725,-122.28155,Entire home/apt,121,1,426,2024-09-05,4.57,1,161,54,STR-OPLI-20-000813
16502894,Modern in Wallingford,63674214,Whitman,Other neighborhoods,Wallingford,47.66155,-122.34313,Entire home/apt,128,30,32,2024-09-02,0.34,10,351,3,
16516756,"Sunny, Family Friendly Old Ballard Charm",108576473,Melissa,Ballard,Sunset Hill,47.67846,-122.39742,Entire home/apt,275,2,57,2024-09-02,0.63,1,91,14,STR-OPLI-19-003473
16519148,Craftsman Corridor - Free Parking - Fiber WIFI,107500706,Eric,Other neighborhoods,Ravenna,47.67619,-122.30152,Entire home/apt,184,1,394,2024-09-13,4.21,3,338,52,STR-OPLI-19-002555
16519633,Spot on the Hill,108582334,Billy,West Seattle,North Admiral,47.57092,-122.38934,Entire home/apt,197,4,39,2024-08-25,0.78,1,161,20,STR-OPLI-22-001710
16579012,"Comfy Studio Apt, close to absolutely everything!",109269285,Stephanie,Queen Anne,North Queen Anne,47.64584,-122.35284,Entire home/apt,109,30,184,2024-07-03,2.09,1,114,2,19-000857
16602889,Cozy Base Camp (with parking),109483997,Tolle,University District,University District,47.66877,-122.31122,Entire home/apt,149,1,196,2024-09-13,2.10,1,85,23,STR-OPLI-20-000183
16617445,Modern apartment with Space Needle view,4375327,Beatriz,Queen Anne,Lower Queen Anne,47.62697,-122.34691,Entire home/apt,195,1,486,2024-09-18,9.93,1,308,109,STR-OPLI-20-001019
16619811,"Belltown 1 bdrm loft, Heart of the city, walkable!",1632640,Karin,Downtown,Belltown,47.61525,-122.34762,Entire home/apt,,2,245,2024-08-19,2.65,1,0,26,STR-OPLI-19-002729
16635898,Beautiful Spacious Home in Belltown!,80333752,Ashley And Mike,Downtown,Belltown,47.61385,-122.34872,Entire home/apt,270,2,338,2024-09-02,3.63,38,354,28,STR-OPLI-19-000847
16650097,"Cozy 1 BR Apartment, Central Loc, Very Walkable",12484049,Christy,Queen Anne,North Queen Anne,47.64189,-122.35581,Entire home/apt,,2,144,2024-08-17,1.56,1,0,13,STR-OPLI-19-002130
16650261,Spacious Top Floor International District Apt,41285599,Naomi,Downtown,International District,47.59791,-122.3252,Entire home/apt,103,30,192,2024-01-04,2.31,1,259,2,
16690527,Light/Bright/Inviting Udist studio!,22084837,Kristi,University District,University District,47.66724,-122.30883,Entire home/apt,82,2,389,2024-09-17,4.25,1,265,58,STR-OPLI-19-001661
16726705,Fremont Carriage House,30121804,Duangjai,Other neighborhoods,Fremont,47.652618662509646,-122.35150100979722,Entire home/apt,139,2,124,2024-09-11,1.35,1,62,22,STR-OPLI-21-001405
16767131,Modern Style next to the Convention Center,108482930,Michael,Downtown,First Hill,47.6122,-122.32974,Entire home/apt,210,3,112,2024-09-09,1.23,1,155,40,STR-OPLI-19-000829
16807494,Central District Garden Cottage,11297697,Scot,Central Area,Mann,47.60635,-122.29739,Entire home/apt,122,2,408,2024-09-06,4.55,1,325,65,STR-OPLI-20-000286
16807983,Family Friendly Craftsman in Ravenna,111772553,Hellen,Other neighborhoods,Ravenna,47.67796,-122.3091,Entire home/apt,439,30,58,2024-05-10,0.63,3,349,1,STR-OPLI-19-002446
16815738,Cozy Place to Stay!,111860199,Wendy,Other neighborhoods,Green Lake,47.68179,-122.32406,Private room,42,4,195,2024-09-15,2.14,1,11,39,STR-OPLI-19-001911
16816051,Seattle Executive Home for Large Gatherings,24047404,Andrew,Seward Park,Seward Park,47.54591,-122.26751,Entire home/apt,1095,30,2,2019-07-19,0.03,3,358,0,
16860853,Spacious Family-Friendly Phinney Flat Near Zoo,112333306,Darci,Other neighborhoods,Phinney Ridge,47.67322,-122.35663,Entire home/apt,,30,101,2019-08-16,1.10,1,9,0,STR-OPLI-24-000820
16873284,Private loft on the edge of downtown Seattle,49728425,Hobart,Downtown,International District,47.59647,-122.32555,Entire home/apt,,180,105,2019-08-26,1.14,1,81,0,
16900385,"Vibrant Downtown: King Bed, Work Desk & Kitchen",158715708,Valta,Downtown,First Hill,47.61129,-122.33087,Entire home/apt,133,30,204,2024-09-02,2.24,12,308,21,STR-OPLI-19-000473
16928699,Madison Valley Bungalow,113093162,Martin,Central Area,Mann,47.6186886353598,-122.29782156391076,Entire home/apt,121,2,257,2024-09-16,2.78,1,48,41,STR-OPLI-19-002671
16943987,Capitol Hill Vintage 1-bedroom condo,14239076,Roger,Capitol Hill,Stevens,47.62214,-122.3112,Entire home/apt,70,30,3,2018-06-18,0.03,1,194,0,
16962405,Spectacular Apt in 5-STAR Home -Mt. & Sunset views,40706640,Cathy,Queen Anne,West Queen Anne,47.63194,-122.36813,Entire home/apt,257,3,127,2024-09-07,1.40,1,317,18,STR-OPLI-19-000444
16997899,Urban Garden +TV/Desk/Trees &huge kitchen,78286472,Shan,Beacon Hill,North Beacon Hill,47.58609,-122.31104,Private room,88,1,415,2024-09-19,4.47,3,29,48,STR-OPLI-19-000441
16998097,"Curl up in the Lemon Armchair at a Snug, Rustic Studio",21428506,Dennis,Other neighborhoods,Greenwood,47.68352,-122.35506,Entire home/apt,125,2,147,2024-09-17,1.58,1,176,14,STR-OPLI-24-000461
17011270,Beautiful City Neighborhood Apartment. Queen Anne.,52724121,Clara,Queen Anne,East Queen Anne,47.63347,-122.35193,Entire home/apt,225,30,62,2023-08-19,0.68,1,260,0,
17075365,Gorgeous Apartment - Access to Lake and Downtown!,943212,Grace And Benson,Central Area,Leschi,47.60399,-122.29553,Entire home/apt,110,30,38,2024-08-18,0.42,1,232,1,
17094436,Enjoy NE Seattle from a Light-Filled Guest Suite,58273695,Blythe,Lake City,Matthews Beach,47.71043,-122.28252,Entire home/apt,120,2,302,2024-09-15,3.28,1,135,43,STR-OPLI-19-001410
17095283,Safe/Quiet. Pristine. Hot Tub. A/C. 5 Cafès nearby,57960995,Jacki,Ballard,Adams,47.6753,-122.39351,Entire home/apt,113,6,378,2024-09-01,4.14,2,140,21,STR-OPLI-19-002233
17177425,Cozy garden cottage in heart of the city!,115580577,Colleen,Central Area,Leschi,47.60493469238281,-122.2945785522461,Entire home/apt,141,1,514,2024-09-18,6.14,1,61,146,STR-OPLI-19-002844
17178460,✪Comfy BLUE room near Airport/Downtown/LightRail✪,115592523,Leland,Rainier Valley,Columbia City,47.56241,-122.28751,Private room,63,2,263,2024-08-20,2.99,4,260,32,STR-OPLI-19-001413
17221609,Beach Drive Cottage,115961154,Kathy,West Seattle,Alki,47.56681,-122.40863,Entire home/apt,92,2,492,2024-09-16,5.32,1,191,53,STR-OPLI-21-000019
17228224,A place where it all connect,111066204,Erlinda,Northgate,North College Park,47.69382,-122.33532,Private room,35,30,6,2024-07-13,0.09,7,45,3,
17228779,Homestay#1,111066204,Erlinda,Northgate,North College Park,47.69418,-122.33733,Private room,28,30,15,2024-04-06,0.20,7,87,4,
17243214,Ted's suite at First Hill - everything private!,32807985,Ted,Central Area,Minor,47.60332,-122.31435,Private room,108,2,241,2024-09-14,2.61,1,136,62,STR-OPLI-23-000984
17256958,Private Room in Townhome near Capitol Hill,21592318,J.J.,Capitol Hill,Stevens,47.61819,-122.30587,Private room,77,30,191,2024-09-03,2.08,2,157,55,STR-OPLI-23-001458
17341642,Seattle Private Room in townhome near Capitol Hill,21592318,J.J.,Capitol Hill,Stevens,47.61801151610046,-122.30692898507425,Private room,78,30,237,2024-08-30,2.58,2,153,62,STR-OPLI-23-001458
17345311,Quiet Flat. Vibrant Downtown. Walk Everywhere.,66517414,Lynn,Downtown,Belltown,47.61535,-122.34131,Entire home/apt,113,2,507,2024-09-18,5.54,1,297,73,STR-OPLI-19-000083
17388273,P7 cozy and continental - near convention center,9058822,Andre And Joel,Downtown,First Hill,47.61108,-122.32947,Entire home/apt,218,7,174,2024-08-28,1.89,3,273,17,STR-OPLI-19-000810
17427868,6349单房出租～2,28763024,Yoyo,Seward Park,Seward Park,47.5459,-122.26101,Private room,28,30,13,2022-10-11,0.15,9,206,0,
17445861,Walk to Space Needle from Townhouse - Parking & AC,27833938,Laura,Queen Anne,Lower Queen Anne,47.62705,-122.3507,Entire home/apt,280,2,355,2024-09-02,4.20,2,29,41,STR-OPLI-19-001552
17462728,Magnolia hideaway with bay views,117186455,Akosua,Magnolia,Lawton Park,47.67039822974971,-122.41003218215674,Entire home/apt,160,30,31,2024-09-03,0.34,1,122,3,
17463195,The Garden Room- Old Orchard House U-Dist/Ravenna,53650144,Ashley,University District,University District,47.66799,-122.30393,Private room,135,2,33,2024-09-01,0.37,3,362,9,STR-OPLI-19-001576
17483323,2BR Green Lake View Penthouse & Rooftop Deck,17269911,Rob,Other neighborhoods,Green Lake,47.67421,-122.33314,Entire home/apt,123,1,488,2024-09-14,5.46,6,267,57,STR-BB-OPLI-19-000010
17510283,Space Needle View Condo w/ Free Parking & Laundry,1979300,Justin&Vicky,Downtown,Belltown,47.61799,-122.3478,Entire home/apt,105,30,680,2024-09-12,7.58,1,145,80,STR-OPLI-19-003442
17514702,Beautiful N Green Lake 3BR 1BA + Opt 4th BR/Studio,118738966,Trung,Northgate,Maple Leaf,47.69654,-122.31241,Entire home/apt,234,2,46,2024-08-25,0.50,2,158,4,STR-OPLI-19-001130
17573676,"Craftsman-2900sf.  92 walkscore parking, 1gb, AC",22816006,Seth,Other neighborhoods,Fremont,47.6519,-122.34442,Entire home/apt,,4,41,2024-09-02,0.46,1,41,8,STR-OPLI-19-001606
17575412,Private Retreat W/Rooftop Sauna & Shower.,17834927,Jeffrey,Other neighborhoods,Greenwood,47.69559,-122.35897,Entire home/apt,175,1,740,2024-09-15,8.50,2,238,77,STR-OPLI-19-000037
17585489,"Cute, cozy Ballard apt with enhanced cleaning",13068968,Sara & Barry,Ballard,West Woodland,47.66469,-122.36707,Entire home/apt,89,2,419,2024-09-08,4.62,1,186,43,STR-OPLI-19-000907
17589837,Modern 1 Bdrm Full Kitchen Retreat Near UW,117593676,Lori,Other neighborhoods,Bryant,47.67025,-122.28876,Entire home/apt,181,2,57,2024-09-15,0.63,1,9,12,STR-OPLI-20-000229
17608455,Peaceful woodland refuge next to Ravenna Park.,10087675,Alice,Other neighborhoods,Ravenna,47.67195,-122.30228,Entire home/apt,120,30,85,2023-01-03,0.93,1,324,0,STR-OPLI-19-003309
17610590,Seattle Getaway,37265715,Catherine & Daniel,Queen Anne,Lower Queen Anne,47.62724,-122.36249,Entire home/apt,379,2,314,2024-09-14,3.44,1,309,41,STR-OPLI-19-000801
17611308,Seattle Luxury Waterfront Condo with Balcony,5468952,Jennifer,Downtown,Pike-Market,47.61011,-122.3457,Entire home/apt,289,30,40,2024-07-26,0.45,1,166,1,STR-OPLI-20-000960
17658016,One Block Off Broadway on Hip and Historic Capitol Hill,72574170,Michael,Capitol Hill,Broadway,47.62459,-122.31957,Entire home/apt,278,2,441,2024-09-14,4.84,1,199,59,STR-OPLI-19-000777
17716612,Queen Anne urban oasis  - walkable and safe,9349809,Kathy,Queen Anne,North Queen Anne,47.64075,-122.36297,Entire home/apt,511,2,64,2024-09-03,0.72,1,365,4,STR-OPLI-20-000551
17767017,2BR Modern Rustic with Steam Shower,121279612,Jeff,Rainier Valley,Columbia City,47.56013,-122.27664,Entire home/apt,90,2,184,2024-09-18,2.02,1,56,11,STR-OPLI-19-002651
17777744,Urban Guesthouse in a Garden Setting,105081920,Linda,Other neighborhoods,Laurelhurst,47.66649,-122.27776,Entire home/apt,120,2,192,2024-09-16,2.13,1,318,32,STR-OPLI-19-001014
17787304,"Private Room Sleeps Three, Shared House In 1910 Craftsman",119259363,Bob & Ting,Central Area,Mann,47.61215,-122.29762,Private room,107,2,353,2024-09-05,3.91,1,142,32,STR-OPLI-19-000620
17790593,Minerva Inn - Sage Suite - Capitol Hill,802398,Bill And Michael,Capitol Hill,Broadway,47.62339,-122.31848,Private room,109,2,377,2024-09-14,4.15,3,141,44,STR-OPLI-19-000019
17791049,Minerva Inn - Saffron Suite - Capitol Hill,802398,Bill And Michael,Capitol Hill,Broadway,47.62481,-122.31871,Private room,109,2,386,2024-09-02,4.25,3,124,33,STR-OPLI-19-000019
17825371,Steps to Lake Washington! Seward Park / Lakewood,51016727,Sabranie,Seward Park,Seward Park,47.55955,-122.26417,Entire home/apt,250,30,4,2019-08-20,0.05,1,87,0,
17865690,Sunshine House Apartment,1420604,Adam,Central Area,Minor,47.61294,-122.30824,Entire home/apt,134,5,366,2024-09-11,4.03,1,154,23,STR-OPLI-19-000922
17878829,Eclectic Downtown & Cap Hill: King bed & Kitchen,158715708,Valta,Capitol Hill,Broadway,47.61321,-122.33002,Entire home/apt,140,30,270,2024-08-11,3.06,12,296,29,STR-OPLI-19-000473
17889129,Large 2 bdr  5 min to  UW /Green Lake/ Bryant 4,3074414,Melissa,Other neighborhoods,Bryant,47.67516,-122.28946,Entire home/apt,167,30,11,2022-10-08,0.12,129,72,0,
17889172,Wallingford Residential Neighborhood,66909032,Randy,Other neighborhoods,Wallingford,47.6548,-122.34042,Entire home/apt,75,30,33,2023-12-16,0.37,4,342,3,STR-OPLI-19-000865
17937341,Cozy Cottage Escape with Upscale Comforts,44096989,Virginia,Ballard,Loyal Heights,47.678558349609375,-122.39155578613281,Entire home/apt,196,2,244,2024-09-19,2.71,1,189,41,STR-OPLI-19-001072
17962405,Alki Beach Beauty-Full AC-200 Steps 2 Beach+Dining,78134139,Michael,West Seattle,Alki,47.5764,-122.41292,Entire home/apt,263,2,376,2024-09-08,4.21,10,228,30,STR-OPLI-19-000831
17979842,Belltown Pike Pl View 1bdrm  Free Parking Pool Gym,4874276,Sarah,Downtown,Belltown,47.61555,-122.34669,Entire home/apt,86,3,316,2024-09-06,3.50,6,43,36,STR-OPLI-19-002519
17990897,Cheerful Garden Loft Retreat- great for monthly!,1504972,Vic,Other neighborhoods,Greenwood,47.69398,-122.35166,Entire home/apt,95,28,118,2024-08-26,1.31,1,123,12,STR-OPLI-24-000037
17992342,Residential Wallingford Centrally Located,66909032,Randy,Other neighborhoods,Wallingford,47.65266,-122.34021,Entire home/apt,99,30,94,2023-10-29,1.04,4,113,4,STR-OPLI-19-000865
17992913,Residential Wallingford  w/Parking,66909032,Randy,Other neighborhoods,Wallingford,47.65431,-122.34068,Entire home/apt,100,2,131,2024-06-05,1.45,4,350,10,STR-OPLI-19-000865
17993155,Central District Gem,7244540,Christina,Central Area,Mann,47.61431,-122.2998,Entire home/apt,319,2,39,2024-09-08,0.43,1,172,19,STR-OPLI-23-000712
18037851,0.8 mile from Northgate link station with AC Mt rm,4037804,Yen,Northgate,North College Park,47.69982,-122.3381,Private room,156,5,29,2023-09-15,0.33,2,180,0,STR-OPLI-19-000545
18058644,"House: 15 min downtown Seattle, 10 min Airport",13103462,Michelle,Rainier Valley,Rainier Beach,47.51022,-122.26985,Entire home/apt,191,2,248,2024-09-13,2.77,1,54,27,
18097851,Modern 5 Bedroom Luxury,10491318,Vedad,Northgate,Maple Leaf,47.69583,-122.30964,Entire home/apt,850,2,59,2024-08-25,0.67,1,324,7,STR-OPLI-19-003328
18121270,Renovated Georgetown Apartment,2013576,Lee,Other neighborhoods,Georgetown,47.54584,-122.32021,Entire home/apt,138,1,542,2024-09-16,5.98,5,35,104,STR-OPLI-19-002144
18156698,Romantic Seaview Guesthouse Luxury Estate Seattle,54660,Dennis,Other neighborhoods,North Beach/Blue Ridge,47.70849,-122.37838,Entire home/apt,133,1,344,2024-09-07,3.87,4,262,25,STR-OPLI-19-000980
18182005,Madison Park Family Home,16151000,Jenny,Capitol Hill,Madison Park,47.63954,-122.28087,Entire home/apt,369,30,122,2022-09-26,1.37,1,160,0,STR-OPLI-19-001505
18194024,Delightful Garden Suite Near Airport & Downtown,46561545,Shawn And Ted,Other neighborhoods,South Park,47.52803,-122.32112,Entire home/apt,95,1,355,2024-09-13,3.95,1,120,52,STR-OPLI-20-001036
